ID;period_first_selected;selected_for_201804;size_band;size;newly_selected_month
1446;201802;Y;1;0-4;Feb
1447;201803;Y;6;05-Sep;Mar
1448;201803;Y;1;0-4;Mar
1449;201803;Y;1;0-4;Mar
1450;201801;Y;6;05-Sep;Jan
1451;201804;Y;1;0-4;Apr
1452;201803;Y;7;Oct-19;Mar
1453;201804;Y;1;0-4;Apr
1454;201801;Y;6;05-Sep;Jan
1455;201803;Y;6;05-Sep;Mar
1456;201803;Y;1;0-4;Mar
1457;201803;Y;1;0-4;Mar
1458;201801;Y;6;05-Sep;Jan
1459;201801;Y;6;05-Sep;Jan
1460;201801;Y;1;0-4;Jan
1461;201804;Y;1;0-4;Apr
1462;201801;Y;6;05-Sep;Jan
1463;201802;Y;1;0-4;Feb
1464;201804;Y;1;0-4;Apr
1465;201803;Y;1;0-4;Mar
1466;201802;Y;6;05-Sep;Feb
1467;201801;Y;6;05-Sep;Jan
1468;201801;Y;1;0-4;Jan
1469;201804;Y;1;0-4;Apr
1470;201801;Y;6;05-Sep;Jan
1471;201803;Y;6;05-Sep;Mar
1472;201804;Y;1;0-4;Apr
1473;201801;Y;7;Oct-19;Jan
1474;201803;Y;1;0-4;Mar
1475;201802;Y;1;0-4;Feb
1476;201801;Y;6;05-Sep;Jan
1477;201802;Y;1;0-4;Feb
1478;201804;Y;1;0-4;Apr
1479;201801;Y;6;05-Sep;Jan
1480;201801;Y;6;05-Sep;Jan
1481;201804;Y;6;05-Sep;Apr
1482;201802;Y;1;0-4;Feb
1483;201802;Y;1;0-4;Feb
1484;201803;Y;1;0-4;Mar
1485;201801;Y;1;0-4;Jan
1486;201802;Y;7;Oct-19;Feb
1487;201803;Y;6;05-Sep;Mar
1488;201803;Y;1;0-4;Mar
1489;201801;Y;6;05-Sep;Jan
1490;201801;Y;6;05-Sep;Jan
1491;201801;Y;1;0-4;Jan
1492;201801;Y;1;0-4;Jan
1493;201801;Y;1;0-4;Jan
1494;201801;Y;1;0-4;Jan
1495;201801;Y;1;0-4;Jan
1496;201801;Y;1;0-4;Jan
1497;201801;Y;1;0-4;Jan
1498;201801;Y;1;0-4;Jan
1499;201801;Y;1;0-4;Jan
1500;201801;Y;1;0-4;Jan
1501;201801;Y;1;0-4;Jan
1502;201801;Y;7;Oct-19;Jan
1503;201801;Y;1;0-4;Jan
1504;201801;Y;1;0-4;Jan
1505;201801;Y;1;0-4;Jan
1506;201801;Y;1;0-4;Jan
1507;201801;Y;1;0-4;Jan
1508;201801;Y;1;0-4;Jan
1509;201801;Y;1;0-4;Jan
1510;201801;Y;1;0-4;Jan
1511;201803;Y;1;0-4;Mar
1512;201803;Y;1;0-4;Mar
1513;201801;Y;1;0-4;Jan
1514;201803;Y;1;0-4;Mar
1515;201801;Y;1;0-4;Jan
1516;201801;Y;1;0-4;Jan
1517;201801;Y;1;0-4;Jan
1518;201804;Y;1;0-4;Apr
1519;201801;Y;1;0-4;Jan
1520;201801;Y;1;0-4;Jan
1521;201801;Y;1;0-4;Jan
1522;201801;Y;1;0-4;Jan
1523;201801;Y;1;0-4;Jan
1524;201801;Y;1;0-4;Jan
1525;201802;Y;1;0-4;Feb
1526;201802;Y;1;0-4;Feb
1527;201801;Y;1;0-4;Jan
1528;201801;Y;1;0-4;Jan
1529;201801;Y;1;0-4;Jan
1530;201804;Y;1;0-4;Apr
1531;201801;Y;1;0-4;Jan
1532;201801;Y;1;0-4;Jan
1533;201801;Y;6;05-Sep;Jan
1534;201802;Y;1;0-4;Feb
1535;201804;Y;1;0-4;Apr
1536;201801;Y;7;Oct-19;Jan
1537;201802;Y;1;0-4;Feb
1538;201803;Y;1;0-4;Mar
1539;201801;Y;7;Oct-19;Jan
1540;201801;Y;6;05-Sep;Jan
1541;201803;Y;1;0-4;Mar
1542;201801;Y;1;0-4;Jan
1543;201804;Y;1;0-4;Apr
1544;201801;Y;6;05-Sep;Jan
1545;201801;Y;6;05-Sep;Jan
1546;201801;Y;6;05-Sep;Jan
1547;201804;Y;1;0-4;Apr
1548;201801;Y;6;05-Sep;Jan
1549;201804;Y;1;0-4;Apr
1550;201803;Y;6;05-Sep;Mar
1551;201801;Y;6;05-Sep;Jan
1552;201801;Y;1;0-4;Jan
1553;201804;Y;1;0-4;Apr
1554;201802;Y;6;05-Sep;Feb
1555;201801;Y;1;0-4;Jan
1556;201804;Y;6;05-Sep;Apr
1557;201804;Y;1;0-4;Apr
1558;201804;Y;1;0-4;Apr
1559;201801;Y;1;0-4;Jan
1560;201801;Y;6;05-Sep;Jan
1561;201801;Y;1;0-4;Jan
1562;201801;Y;1;0-4;Jan
1563;201801;Y;1;0-4;Jan
1564;201804;Y;1;0-4;Apr
1565;201801;Y;1;0-4;Jan
1566;201801;Y;1;0-4;Jan
1567;201803;Y;1;0-4;Mar
1568;201804;Y;1;0-4;Apr
1569;201801;Y;1;0-4;Jan
1570;201804;Y;1;0-4;Apr
1571;201801;Y;1;0-4;Jan
1572;201802;Y;1;0-4;Feb
1573;201801;Y;1;0-4;Jan
1574;201801;Y;1;0-4;Jan
1575;201801;Y;1;0-4;Jan
1576;201801;Y;1;0-4;Jan
1577;201801;Y;6;05-Sep;Jan
1578;201801;Y;1;0-4;Jan
1579;201801;Y;1;0-4;Jan
1580;201802;Y;6;05-Sep;Feb
1581;201804;Y;1;0-4;Apr
1582;201801;Y;1;0-4;Jan
1583;201801;Y;1;0-4;Jan
1584;201801;Y;1;0-4;Jan
1585;201802;Y;1;0-4;Feb
1586;201801;Y;1;0-4;Jan
1587;201801;Y;1;0-4;Jan
1588;201801;Y;1;0-4;Jan
1589;201801;Y;1;0-4;Jan
1590;201801;Y;1;0-4;Jan
1591;201801;Y;1;0-4;Jan
1592;201801;Y;1;0-4;Jan
1593;201801;Y;1;0-4;Jan
1594;201803;Y;1;0-4;Mar
1595;201801;Y;1;0-4;Jan
1596;201801;Y;1;0-4;Jan
1597;201801;Y;1;0-4;Jan
1598;201801;Y;1;0-4;Jan
1599;201802;Y;1;0-4;Feb
1600;201801;Y;1;0-4;Jan
1601;201801;Y;1;0-4;Jan
1602;201801;Y;1;0-4;Jan
1603;201801;Y;1;0-4;Jan
1604;201802;Y;1;0-4;Feb
1605;201804;Y;1;0-4;Apr
1606;201801;Y;1;0-4;Jan
1607;201801;Y;1;0-4;Jan
1608;201801;Y;1;0-4;Jan
1609;201801;Y;1;0-4;Jan
1610;201801;Y;6;05-Sep;Jan
1611;201804;Y;1;0-4;Apr
1612;201802;Y;1;0-4;Feb
1613;201803;Y;1;0-4;Mar
1614;201801;Y;6;05-Sep;Jan
1615;201803;Y;7;Oct-19;Mar
1616;201804;Y;1;0-4;Apr
1617;201804;Y;1;0-4;Apr
1618;201803;Y;1;0-4;Mar
1619;201804;Y;6;05-Sep;Apr
1620;201803;Y;1;0-4;Mar
1621;201801;Y;6;05-Sep;Jan
1622;201802;Y;1;0-4;Feb
1623;201801;Y;6;05-Sep;Jan
1624;201803;Y;1;0-4;Mar
1625;201803;Y;1;0-4;Mar
1626;201804;Y;1;0-4;Apr
1627;201802;Y;1;0-4;Feb
1628;201804;Y;1;0-4;Apr
1629;201801;Y;1;0-4;Jan
1630;201801;Y;1;0-4;Jan
1631;201801;Y;1;0-4;Jan
1632;201801;Y;1;0-4;Jan
1633;201801;Y;1;0-4;Jan
1634;201801;Y;1;0-4;Jan
1635;201801;Y;1;0-4;Jan
1636;201801;Y;1;0-4;Jan
1637;201801;Y;1;0-4;Jan
1638;201801;Y;1;0-4;Jan
1639;201802;Y;1;0-4;Feb
1640;201801;Y;1;0-4;Jan
1641;201802;Y;1;0-4;Feb
1642;201801;Y;1;0-4;Jan
1643;201801;Y;1;0-4;Jan
1644;201801;Y;1;0-4;Jan
1645;201801;Y;1;0-4;Jan
1646;201801;Y;1;0-4;Jan
1647;201801;Y;1;0-4;Jan
1648;201803;Y;1;0-4;Mar
1649;201801;Y;1;0-4;Jan
1650;201801;Y;1;0-4;Jan
1651;201801;Y;1;0-4;Jan
1652;201804;Y;1;0-4;Apr
1653;201801;Y;1;0-4;Jan
1654;201801;Y;1;0-4;Jan
1655;201802;Y;1;0-4;Feb
1656;201801;Y;1;0-4;Jan
1657;201804;Y;1;0-4;Apr
1658;201802;Y;1;0-4;Feb
1659;201801;Y;1;0-4;Jan
1660;201801;Y;1;0-4;Jan
1661;201801;Y;1;0-4;Jan
1662;201801;Y;1;0-4;Jan
1663;201801;Y;1;0-4;Jan
1664;201804;Y;1;0-4;Apr
1665;201804;Y;1;0-4;Apr
1666;201801;Y;1;0-4;Jan
1667;201801;Y;1;0-4;Jan
1668;201801;Y;1;0-4;Jan
1669;201803;Y;1;0-4;Mar
1670;201801;Y;1;0-4;Jan
1671;201801;Y;1;0-4;Jan
1672;201801;Y;1;0-4;Jan
1673;201804;Y;1;0-4;Apr
1674;201801;Y;1;0-4;Jan
1675;201803;Y;1;0-4;Mar
1676;201801;Y;1;0-4;Jan
1677;201801;Y;1;0-4;Jan
1678;201801;Y;1;0-4;Jan
1679;201801;Y;1;0-4;Jan
1680;201801;Y;1;0-4;Jan
1681;201804;Y;1;0-4;Apr
1682;201804;Y;1;0-4;Apr
1683;201804;Y;1;0-4;Apr
1684;201803;Y;7;Oct-19;Mar
1685;201801;Y;1;0-4;Jan
1686;201804;Y;1;0-4;Apr
1687;201803;Y;1;0-4;Mar
1688;201802;Y;1;0-4;Feb
1689;201804;Y;1;0-4;Apr
1690;201804;Y;1;0-4;Apr
1691;201803;Y;1;0-4;Mar
1692;201802;Y;1;0-4;Feb
1693;201801;Y;1;0-4;Jan
1694;201804;Y;1;0-4;Apr
1695;201803;Y;1;0-4;Mar
1696;201804;Y;1;0-4;Apr
1697;201804;Y;1;0-4;Apr
1698;201804;Y;1;0-4;Apr
1699;201801;Y;1;0-4;Jan
1700;201804;Y;1;0-4;Apr
1701;201801;Y;1;0-4;Jan
1702;201801;Y;1;0-4;Jan
1703;201804;Y;1;0-4;Apr
1704;201804;Y;1;0-4;Apr
1705;201801;Y;1;0-4;Jan
1706;201801;Y;1;0-4;Jan
1707;201804;Y;1;0-4;Apr
1708;201801;Y;1;0-4;Jan
1709;201804;Y;1;0-4;Apr
1710;201804;Y;1;0-4;Apr
1711;201804;Y;1;0-4;Apr
1712;201801;Y;1;0-4;Jan
1713;201802;Y;1;0-4;Feb
1714;201804;Y;1;0-4;Apr
1715;201801;Y;1;0-4;Jan
1716;201804;Y;1;0-4;Apr
1717;201801;Y;1;0-4;Jan
1718;201801;Y;1;0-4;Jan
1719;201801;Y;1;0-4;Jan
1720;201803;Y;1;0-4;Mar
1721;201803;Y;1;0-4;Mar
1722;201804;Y;1;0-4;Apr
1723;201801;Y;1;0-4;Jan
1724;201803;Y;1;0-4;Mar
1725;201804;Y;1;0-4;Apr
1726;201801;Y;1;0-4;Jan
1727;201801;Y;1;0-4;Jan
1728;201801;Y;1;0-4;Jan
1729;201802;Y;1;0-4;Feb
1730;201804;Y;6;05-Sep;Apr
1731;201802;Y;1;0-4;Feb
1732;201804;Y;1;0-4;Apr
1733;201804;Y;1;0-4;Apr
1734;201804;Y;1;0-4;Apr
1735;201801;Y;1;0-4;Jan
1736;201801;Y;1;0-4;Jan
1737;201802;Y;1;0-4;Feb
1738;201801;Y;1;0-4;Jan
1739;201801;Y;1;0-4;Jan
1740;201801;Y;1;0-4;Jan
1741;201801;Y;1;0-4;Jan
1742;201803;Y;1;0-4;Mar
1743;201801;Y;1;0-4;Jan
1744;201803;Y;1;0-4;Mar
1745;201804;Y;1;0-4;Apr
1746;201803;Y;1;0-4;Mar
1747;201803;Y;1;0-4;Mar
1748;201802;Y;1;0-4;Feb
1749;201804;Y;7;Oct-19;Apr
1750;201801;Y;6;05-Sep;Jan
1751;201802;Y;1;0-4;Feb
1752;201802;Y;1;0-4;Feb
1753;201801;Y;1;0-4;Jan
1754;201801;Y;1;0-4;Jan
1755;201801;Y;6;05-Sep;Jan
1756;201801;Y;1;0-4;Jan
1757;201801;Y;1;0-4;Jan
1758;201803;Y;1;0-4;Mar
1759;201804;Y;1;0-4;Apr
1760;201801;Y;7;Oct-19;Jan
1761;201801;Y;6;05-Sep;Jan
1762;201801;Y;1;0-4;Jan
1763;201804;Y;1;0-4;Apr
1764;201801;Y;1;0-4;Jan
1765;201801;Y;1;0-4;Jan
1766;201801;Y;6;05-Sep;Jan
1767;201801;Y;1;0-4;Jan
1768;201801;Y;7;Oct-19;Jan
1769;201802;Y;7;Oct-19;Feb
1770;201803;Y;7;Oct-19;Mar
1771;201801;Y;1;0-4;Jan
1772;201801;Y;1;0-4;Jan
1773;201804;Y;6;05-Sep;Apr
1774;201802;Y;1;0-4;Feb
1775;201802;Y;1;0-4;Feb
1776;201802;Y;7;Oct-19;Feb
1777;201803;Y;1;0-4;Mar
1778;201802;Y;1;0-4;Feb
1779;201802;Y;1;0-4;Feb
1780;201802;Y;1;0-4;Feb
1781;201802;Y;1;0-4;Feb
1782;201803;Y;1;0-4;Mar
1783;201802;Y;1;0-4;Feb
1784;201802;Y;1;0-4;Feb
1785;201802;Y;1;0-4;Feb
1786;201802;Y;1;0-4;Feb
1787;201802;Y;6;05-Sep;Feb
1788;201803;Y;1;0-4;Mar
1789;201802;Y;7;Oct-19;Feb
1790;201802;Y;1;0-4;Feb
1791;201802;Y;7;Oct-19;Feb
1792;201802;Y;1;0-4;Feb
1793;201802;Y;1;0-4;Feb
1794;201802;Y;1;0-4;Feb
1795;201802;Y;6;05-Sep;Feb
1796;201802;Y;1;0-4;Feb
1797;201802;Y;1;0-4;Feb
1798;201802;Y;1;0-4;Feb
1799;201802;Y;1;0-4;Feb
1800;201802;Y;1;0-4;Feb
1801;201802;Y;1;0-4;Feb
1802;201802;Y;1;0-4;Feb
1803;201802;Y;1;0-4;Feb
1804;201802;Y;1;0-4;Feb
1805;201802;Y;1;0-4;Feb
1806;201803;Y;1;0-4;Mar
1807;201802;Y;1;0-4;Feb
1808;201802;Y;6;05-Sep;Feb
1809;201802;Y;1;0-4;Feb
1810;201802;Y;1;0-4;Feb
1811;201802;Y;1;0-4;Feb
1812;201802;Y;1;0-4;Feb
1813;201802;Y;1;0-4;Feb
1814;201802;Y;1;0-4;Feb
1815;201802;Y;1;0-4;Feb
1816;201804;Y;1;0-4;Apr
1817;201803;Y;1;0-4;Mar
1818;201803;Y;6;05-Sep;Mar
1819;201803;Y;6;05-Sep;Mar
1820;201803;Y;6;05-Sep;Mar
1821;201803;Y;1;0-4;Mar
1822;201803;Y;7;Oct-19;Mar
1823;201803;Y;1;0-4;Mar
1824;201803;Y;1;0-4;Mar
1825;201803;Y;1;0-4;Mar
1826;201803;Y;1;0-4;Mar
1827;201803;Y;1;0-4;Mar
1828;201803;Y;1;0-4;Mar
1829;201803;Y;1;0-4;Mar
1830;201803;Y;6;05-Sep;Mar
1831;201803;Y;1;0-4;Mar
1832;201803;Y;1;0-4;Mar
1833;201803;Y;1;0-4;Mar
1834;201803;Y;1;0-4;Mar
1835;201804;Y;1;0-4;Apr
1836;201803;Y;1;0-4;Mar
1837;201803;Y;1;0-4;Mar
1838;201803;Y;1;0-4;Mar
1839;201803;Y;1;0-4;Mar
1840;201803;Y;1;0-4;Mar
1841;201803;Y;1;0-4;Mar
1842;201803;Y;6;05-Sep;Mar
1843;201803;Y;1;0-4;Mar
1844;201803;Y;1;0-4;Mar
1845;201803;Y;1;0-4;Mar
1846;201803;Y;1;0-4;Mar
1847;201803;Y;1;0-4;Mar
1848;201803;Y;1;0-4;Mar
1849;201804;Y;6;05-Sep;Apr
1850;201804;Y;1;0-4;Apr
1851;201804;Y;1;0-4;Apr
1852;201804;Y;1;0-4;Apr
1853;201804;Y;6;05-Sep;Apr
1854;201804;Y;1;0-4;Apr
1855;201804;Y;7;Oct-19;Apr
1856;201804;Y;1;0-4;Apr
1857;201804;Y;1;0-4;Apr
1858;201804;Y;1;0-4;Apr
1859;201804;Y;1;0-4;Apr
1860;201804;Y;1;0-4;Apr
1861;201804;Y;1;0-4;Apr
1862;201804;Y;1;0-4;Apr
1863;201804;Y;1;0-4;Apr
1864;201804;Y;1;0-4;Apr
1865;201804;Y;1;0-4;Apr
1866;201804;Y;1;0-4;Apr
1867;201804;Y;1;0-4;Apr
1868;201804;Y;1;0-4;Apr
1869;201804;Y;1;0-4;Apr
1870;201804;Y;1;0-4;Apr
1871;201804;Y;1;0-4;Apr
1872;201804;Y;1;0-4;Apr
1873;201804;Y;1;0-4;Apr
1874;201804;Y;1;0-4;Apr
1875;201804;Y;1;0-4;Apr
1876;201804;Y;1;0-4;Apr
1877;201804;Y;1;0-4;Apr
1878;201804;Y;1;0-4;Apr
1879;201804;Y;7;Oct-19;Apr
1880;201804;Y;1;0-4;Apr
1881;201804;Y;1;0-4;Apr
1882;201804;Y;1;0-4;Apr
1883;201804;Y;1;0-4;Apr
1884;201804;Y;1;0-4;Apr
1885;201804;Y;1;0-4;Apr
1886;201804;Y;1;0-4;Apr
1887;201804;Y;1;0-4;Apr
1888;201804;Y;1;0-4;Apr
1889;201804;Y;1;0-4;Apr
1890;201804;Y;6;05-Sep;Apr
